"Matrix Size","Save Time","Dot Product Time"
10,0.0054810047149658,6.103515625E-5
20,0.00068497657775879,0.00025010108947754
30,0.00091409683227539,0.0007169246673584
40,0.0014111995697021,0.0016210079193115
50,0.0021729469299316,0.0030069351196289
60,0.0028619766235352,0.0049328804016113
70,0.0038118362426758,0.0071969032287598
80,0.0050790309906006,0.010302066802979
90,0.0061509609222412,0.014349937438965
100,0.0068159103393555,0.01961088180542
110,0.008781909942627,0.025844812393188
120,0.010164022445679,0.033360004425049
130,0.011952877044678,0.042489051818848
140,0.013779163360596,0.053112030029297
150,0.015465021133423,0.065723896026611
160,0.01838493347168,0.079016923904419
170,0.020664930343628,0.094233989715576
180,0.022572994232178,0.11202192306519
190,0.02559494972229,0.13179898262024
200,0.027864933013916,0.15290594100952
210,0.031122922897339,0.18073797225952
220,0.035759925842285,0.20627903938293
230,0.036579132080078,0.23212504386902
240,0.040511846542358,0.26339888572693
250,0.043881893157959,0.29784512519836
260,0.048526048660278,0.33876204490662
270,0.051719903945923,0.37751507759094
280,0.055353879928589,0.43664598464966
290,0.062031984329224,0.475909948349
300,0.063682794570923,0.52800393104553
310,0.071416139602661,0.59375405311584
320,0.073532104492188,0.64373993873596
330,0.078137874603271,0.72268509864807
340,0.084877014160156,0.77950096130371
350,0.092869997024536,0.8410439491272
360,0.094549179077148,0.91040396690369
370,0.10110092163086,1.0007109642029
380,0.10622715950012,1.1274290084839
390,0.1209979057312,1.2717199325562
400,0.12167596817017,1.3021359443665
410,0.12401103973389,1.3824770450592
420,0.13308095932007,1.5099511146545
430,0.14015293121338,1.5869581699371
440,0.1377911567688,1.6671059131622
450,0.16663503646851,1.7868940830231
460,0.15299010276794,1.930967092514
470,0.15742182731628,2.052463054657
480,0.18347883224487,2.2254819869995
490,0.17396283149719,2.3382818698883
500,0.1842679977417,2.4637279510498
510,0.20968413352966,2.6023988723755
520,0.20197820663452,2.8137669563293
530,0.21187686920166,3.020035982132
540,0.21918606758118,3.0957930088043
550,0.2147741317749,3.2987060546875
560,0.22295498847961,3.4937901496887
570,0.23969197273254,3.6296999454498
580,0.28983902931213,3.8779411315918
590,0.2508180141449,4.0897169113159
600,0.2598819732666,4.2929179668427
610,0.27736902236938,4.48206615448
620,0.33140802383423,4.7139868736267
630,0.28525900840759,4.9767379760742
640,0.30751013755798,5.2668981552124
650,0.32830595970154,5.397469997406
660,0.36459589004517,5.6504521369934
670,0.32541489601135,6.0775239467621
680,0.33103108406067,6.2477660179138
690,0.34375596046448,6.6008110046387
700,0.37848401069641,6.7037558555603
710,0.38961005210876,7.0532398223877
720,0.36732792854309,7.5270760059357
730,0.39437103271484,7.6968219280243
740,0.39939308166504,8.0733470916748
750,0.42206478118896,8.9418179988861
760,0.92539501190186,9.288104057312
770,0.43830990791321,9.223650932312
780,0.44365787506104,9.4790279865265
790,0.50066208839417,9.9570767879486
800,0.4824059009552,10.482045173645
810,0.50699901580811,11.056595087051
820,0.55292081832886,11.364475011826
830,0.61833715438843,11.457141160965
840,0.52700591087341,11.967490911484
850,0.53692507743835,12.350848913193
860,0.54099798202515,12.637682914734
870,0.56261920928955,13.305208921432
880,0.5718948841095,13.770075082779
890,0.56732201576233,14.089487791061
900,0.599200963974,14.530340909958
910,0.64469504356384,15.0891020298
920,0.64100313186646,15.461889982224
930,0.65718007087708,15.996562004089
940,0.69546484947205,16.457198143005
950,0.76372003555298,16.851706981659
960,0.76725101470947,17.378419876099
970,0.80770492553711,18.06546497345
980,0.81098008155823,18.563868999481
990,0.78331804275513,19.306857824326
1000,0.75552415847778,19.831719875336
1010,0.77014493942261,20.494094848633
1020,0.75891494750977,21.112312078476
1030,0.81449413299561,21.646655082703
1040,0.85651421546936,22.469157934189
1050,0.9070520401001,22.915680170059
1060,0.95556688308716,23.847783088684
1070,1.0629069805145,24.987493038177
1080,1.2182729244232,25.193116903305
1090,1.047266960144,25.841804027557
1100,1.0197031497955,26.593105077744
1110,0.9271080493927,27.336127996445
1120,0.92600393295288,28.064676046371
1130,0.98298311233521,28.77631688118
1140,0.99224901199341,29.51444196701
1150,1.01194190979,30.389925003052
1160,1.0085189342499,31.239156007767
1170,1.043673992157,31.99409198761
1180,1.029000043869,33.23236989975
1190,1.0718870162964,34.608708143234
1200,1.5527651309967,36.021474123001
1210,1.4367458820343,36.245328903198
1220,1.4680738449097,38.539407014847
1230,1.1704399585724,40.829690933228
1240,1.132817029953,39.502285003662
1250,1.1947240829468,40.993947029114
1260,1.249055147171,47.463488101959
1270,1.3020980358124,48.375279903412
1280,1.1966161727905,41.842660903931
1290,1.2457778453827,52.707075834274
1300,1.9465091228485,46.965034008026
1310,1.351909160614,47.907941102982
