"Matrix Size","Save Time","Dot Product Time"
1,0,0.00093507766723633
11,0,0.00024294853210449
21,0,0.0001671314239502
31,0,0.00014305114746094
41,0,0.00016403198242188
51,0,0.00015091896057129
61,0,0.00016522407531738
71,0,0.00017094612121582
81,0,0.00018310546875
91,0,0.00015401840209961
101,0,0.00016617774963379
111,0,0.00019502639770508
121,0,0.00022697448730469
131,0,0.00018811225891113
141,0,0.00024795532226562
151,0,0.00029301643371582
161,0,0.00023007392883301
171,0,0.00027203559875488
181,0,0.00023484230041504
191,0,0.00030899047851562
201,0,0.00029492378234863
211,0,0.00031900405883789
221,0,0.00037193298339844
231,0,0.0004270076751709
241,0,0.00044393539428711
251,0,0.00046205520629883
261,0,0.00063204765319824
271,0,0.00057506561279297
281,0,0.00059103965759277
291,0,0.00066089630126953
301,0,0.00072383880615234
311,0,0.00077605247497559
321,0,0.00089907646179199
331,0,0.0009000301361084
341,0,0.00086808204650879
351,0,0.0010080337524414
361,0,0.0010600090026855
371,0,0.0010888576507568
381,0,0.0011429786682129
391,0,0.0013389587402344
401,0,0.0012569427490234
411,0,0.0013649463653564
421,0,0.0017819404602051
431,0,0.0015840530395508
441,0,0.0015678405761719
451,0,0.0017650127410889
461,0,0.0026900768280029
471,0,0.0021898746490479
481,0,0.0025870800018311
491,0,0.0025851726531982
501,0,0.0026099681854248
511,0,0.0030148029327393
521,0,0.0032479763031006
531,0,0.0038270950317383
541,0,0.003026008605957
551,0,0.0036180019378662
561,0,0.0036559104919434
571,0,0.004349946975708
581,0,0.0035130977630615
591,0,0.0036389827728271
601,0,0.0045430660247803
611,0,0.0047109127044678
621,0,0.0041399002075195
631,0,0.0042390823364258
641,0,0.0054881572723389
651,0,0.0049300193786621
661,0,0.0057830810546875
671,0,0.0058760643005371
681,0,0.0060150623321533
691,0,0.0055110454559326
701,0,0.005702018737793
711,0,0.0060739517211914
721,0,0.0062201023101807
731,0,0.0071179866790771
741,0,0.0072488784790039
751,0,0.0080759525299072
761,0,0.0075299739837646
771,0,0.0077970027923584
781,0,0.0079131126403809
791,0,0.0102379322052
801,0,0.0084559917449951
811,0,0.0097031593322754
821,0,0.0089049339294434
831,0,0.0091328620910645
841,0,0.011328935623169
851,0,0.010937213897705
861,0,0.010329008102417
871,0,0.011219024658203
881,0,0.011492013931274
891,0,0.011847972869873
901,0,0.011527061462402
911,0,0.014777183532715
921,0,0.012348890304565
931,0,0.012764930725098
941,0,0.01322603225708
951,0,0.014201879501343
961,0,0.013864040374756
971,0,0.014460802078247
981,0,0.014638185501099
991,0,0.01489782333374
1001,0,0.0154709815979
1011,0,0.016732931137085
1021,0,0.016746997833252
1031,0,0.018298149108887
1041,0,0.018985986709595
1051,0,0.023080825805664
1061,0,0.019804000854492
1071,0,0.019423961639404
1081,0,0.02056097984314
1091,0,0.019922018051147
1101,0,0.02341103553772
1111,0,0.022254943847656
1121,0,0.026322841644287
1131,0,0.024577856063843
1141,0,0.026003837585449
1151,0,0.026649951934814
1161,0,0.02951192855835
1171,0,0.028852939605713
1181,0,0.026201009750366
1191,0,0.027060031890869
1201,0,0.025269985198975
1211,0,0.033025979995728
1221,0,0.026824951171875
1231,0,0.027552127838135
1241,0,0.031818866729736
1251,0,0.032697916030884
1261,0,0.037619113922119
1271,0,0.030405044555664
1281,0,0.030839204788208
1291,0,0.034386873245239
1301,0,0.031048059463501
1311,0,0.032195806503296
